YearMonth,month,year,Agency,SKU,Avg_Population_2017,Avg_Yearly_Household_Income_2017,Easter.Day,Good.Friday,New.Year,Christmas,Labor.Day,Independence.Day,Revolution.Day.Memorial,Regional.Games,FIFA.U.17.World.Cup,Football.Gold.Cup,Beer.Capital,Music.Fest,Volume,Soda_Volume,Industry_Volume,Price,Sales,Promotions,Avg_Max_Temp,SKU_index,Agency_index,month_index
201301,1,2013,Agency_03,SKU_02,1538040,217280,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,972.324,718394219,492612703,1116.318424,1070.86027,45.458154,21.20731707,2,3,1
201301,1,2013,Agency_03,SKU_03,1538040,217280,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6899.7222,718394219,492612703,1260.720158,1148.075845,112.644313,21.20731707,3,3,1
201301,1,2013,Agency_03,SKU_04,1538040,217280,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2332.2222,718394219,492612703,1743.421488,1554.785937,188.635551,21.20731707,4,3,1
201301,1,2013,Agency_03,SKU_05,1538040,217280,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,854.0235,718394219,492612703,1308.831071,1187.016518,121.814553,21.20731707,5,3,1
201301,1,2013,Agency_03,SKU_32,1538040,217280,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.0323,718394219,492612703,1539.52319,1394.347358,145.175832,21.20731707,32,3,1
201301,1,2013,Agency_04,SKU_01,50753,117957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.816,718394219,492612703,1141.983911,1096.712871,45.27104,21.20731707,1,4,1
201301,1,2013,Agency_04,SKU_02,50753,117957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71.496,718394219,492612703,1098.714879,1015.718278,82.996601,21.20731707,2,4,1
201301,1,2013,Agency_04,SKU_03,50753,117957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,389.6676,718394219,492612703,1250.766507,1083.973217,166.79329,21.20731707,3,4,1
201301,1,2013,Agency_04,SKU_04,50753,117957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.4093,718394219,492612703,1728.659243,1427.842395,300.816848,21.20731707,4,4,1
201301,1,2013,Agency_04,SKU_05,50753,117957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.2497,718394219,492612703,1302.316522,998.5440222,303.7724998,21.20731707,5,4,1
201301,1,2013,Agency_05,SKU_01,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8780.508,718394219,492612703,1173.269642,1072.512848,100.756794,24.07901235,1,5,1
201301,1,2013,Agency_05,SKU_02,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,876.528,718394219,492612703,1131.613798,1044.056705,87.557093,24.07901235,2,5,1
201301,1,2013,Agency_05,SKU_03,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,632.0466,718394219,492612703,1291.542455,1190.558102,100.984353,24.07901235,3,5,1
201301,1,2013,Agency_05,SKU_04,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4036.1796,718394219,492612703,1754.583653,1529.325221,225.258432,24.07901235,4,5,1
201301,1,2013,Agency_05,SKU_05,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,420.9093,718394219,492612703,1327.003396,1207.822992,119.180404,24.07901235,5,5,1
201301,1,2013,Agency_05,SKU_14,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,14,5,1
201301,1,2013,Agency_05,SKU_21,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,21,5,1
201301,1,2013,Agency_05,SKU_23,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,23,5,1
201301,1,2013,Agency_05,SKU_26,3044268,182944,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,26,5,1
201301,1,2013,Agency_07,SKU_01,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6841.044,718394219,492612703,1175.324069,1085.409365,89.914704,25.36,1,7,1
201301,1,2013,Agency_07,SKU_02,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,514.512,718394219,492612703,1132.55129,1045.527881,87.023409,25.36,2,7,1
201301,1,2013,Agency_07,SKU_03,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,356.6736,718394219,492612703,1288.643617,1190.668945,97.974672,25.36,3,7,1
201301,1,2013,Agency_07,SKU_04,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2338.74,718394219,492612703,1738.971567,1594.730656,144.240911,25.36,4,7,1
201301,1,2013,Agency_07,SKU_05,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94.2525,718394219,492612703,1324.847865,1211.293111,113.554754,25.36,5,7,1
201301,1,2013,Agency_07,SKU_21,1868030,175785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,25.36,21,7,1
201301,1,2013,Agency_08,SKU_01,71662,123610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,128.304,718394219,492612703,1175.5625,1086.035617,89.526883,24.07901235,1,8,1
201301,1,2013,Agency_08,SKU_02,71662,123610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,2,8,1
201301,1,2013,Agency_08,SKU_03,71662,123610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.5294,718394219,492612703,1288.643617,1204.416089,84.227528,24.07901235,3,8,1
201301,1,2013,Agency_08,SKU_04,71662,123610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,192.339,718394219,492612703,1742.112676,1589.098112,153.014564,24.07901235,4,8,1
201301,1,2013,Agency_08,SKU_05,71662,123610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,24.07901235,5,8,1
201301,1,2013,Agency_09,SKU_01,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4272.048,718394219,492612703,1183.528927,1058.420009,125.108918,30.82888889,1,9,1
201301,1,2013,Agency_09,SKU_02,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1362.636,718394219,492612703,1143.295601,1015.837582,127.458019,30.82888889,2,9,1
201301,1,2013,Agency_09,SKU_03,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4792.7592,718394219,492612703,1294.57624,1152.025872,142.550368,30.82888889,3,9,1
201301,1,2013,Agency_09,SKU_04,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3270.0825,718394219,492612703,1760.285267,1525.10062,235.184647,30.82888889,4,9,1
201301,1,2013,Agency_09,SKU_05,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1435.9608,718394219,492612703,1329.358551,1195.088612,134.269939,30.82888889,5,9,1
201301,1,2013,Agency_09,SKU_21,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,30.82888889,21,9,1
201301,1,2013,Agency_09,SKU_27,1646094,213511,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,30.82888889,27,9,1
201301,1,2013,Agency_10,SKU_01,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2767.5,718394219,492612703,1185.2452,1077.629812,107.615388,25.36,1,10,1
201301,1,2013,Agency_10,SKU_02,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.436,718394219,492612703,1152.238689,1065.811208,86.427481,25.36,2,10,1
201301,1,2013,Agency_10,SKU_03,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907.3916,718394219,492612703,1295.209803,1196.373029,98.836774,25.36,3,10,1
201301,1,2013,Agency_10,SKU_04,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1824.0894,718394219,492612703,1758.558778,1560.183078,198.3757,25.36,4,10,1
201301,1,2013,Agency_10,SKU_05,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.7135,718394219,492612703,1383.226034,1337.581781,45.644253,25.36,5,10,1
201301,1,2013,Agency_10,SKU_21,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,25.36,21,10,1
201301,1,2013,Agency_10,SKU_23,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,25.36,23,10,1
201301,1,2013,Agency_10,SKU_32,1716027,117463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.1221,718394219,492612703,1539.530368,1388.222489,151.307879,25.36,32,10,1
201301,1,2013,Agency_11,SKU_01,135561,100461,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,316.44,718394219,492612703,1176.155397,1082.757488,93.397909,25.36,1,11,1
201301,1,2013,Agency_11,SKU_02,135561,100461,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.696,718394219,492612703,1132.9375,1047.019154,85.918346,25.36,2,11,1
201301,1,2013,Agency_11,SKU_03,135561,100461,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.9556,718394219,492612703,1289.159082,1191.265549,97.893533,25.36,3,11,1
201301,1,2013,Agency_11,SKU_04,135561,100461,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,230.3595,718394219,492612703,1744.572406,1594.790529,149.781877,25.36,4,11,1
201301,1,2013,Agency_11,SKU_05,135561,100461,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,25.36,5,11,1
201301,1,2013,Agency_12,SKU_01,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9191.772,718394219,492612703,1205.459203,1100.188659,105.270544,22.21973684,1,12,1
201301,1,2013,Agency_12,SKU_02,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.432,718394219,492612703,1242.640625,1211.015625,31.625,22.21973684,2,12,1
201301,1,2013,Agency_12,SKU_03,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,510.6456,718394219,492612703,1250.61124,1157.050899,93.560341,22.21973684,3,12,1
201301,1,2013,Agency_12,SKU_04,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1786.0689,718394219,492612703,1758.565154,1607.683561,150.881593,22.21973684,4,12,1
201301,1,2013,Agency_12,SKU_05,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1618.8426,718394219,492612703,1295.167986,1191.041893,104.126093,22.21973684,5,12,1
201301,1,2013,Agency_12,SKU_07,1596955,205376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.585,718394219,492612703,1134.584746,1112.344068,22.240678,22.21973684,7,12,1
201301,1,2013,Agency_13,SKU_01,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6269.508,718394219,492612703,1205.013714,1123.530838,81.482876,22.21973684,1,13,1
201301,1,2013,Agency_13,SKU_02,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,22.21973684,2,13,1
201301,1,2013,Agency_13,SKU_03,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276.219,718394219,492612703,1250.632814,1158.388445,92.244369,22.21973684,3,13,1
201301,1,2013,Agency_13,SKU_04,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1812.204,718394219,492612703,1763.501851,1623.003226,140.498625,22.21973684,4,13,1
201301,1,2013,Agency_13,SKU_05,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1138.3785,718394219,492612703,1295.778368,1207.88242,87.895948,22.21973684,5,13,1
201301,1,2013,Agency_13,SKU_07,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.965,718394219,492612703,1139.335933,1139.335933,0,22.21973684,7,13,1
201301,1,2013,Agency_13,SKU_20,1520066,110666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,22.21973684,20,13,1
201301,1,2013,Agency_15,SKU_01,200260,104564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,959.58,718394219,492612703,1205.388421,1148.291889,57.096532,22.21973684,1,15,1
201301,1,2013,Agency_15,SKU_02,200260,104564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,22.21973684,2,15,1
201301,1,2013,Agency_15,SKU_03,200260,104564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.2392,718394219,492612703,1250.585106,1161.773266,88.81184,22.21973684,3,15,1
201301,1,2013,Agency_15,SKU_04,200260,104564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225.6948,718394219,492612703,1744.25837,1643.638973,100.619397,22.21973684,4,15,1
201301,1,2013,Agency_15,SKU_05,200260,104564,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,161.2836,718394219,492612703,1295.881007,1240.484699,55.396308,22.21973684,5,15,1
201301,1,2013,Agency_16,SKU_01,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9196.524,718394219,492612703,1204.623733,1112.027675,92.596058,22.21973684,1,16,1
201301,1,2013,Agency_16,SKU_02,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.24,718394219,492612703,1205.375,1121.845833,83.529167,22.21973684,2,16,1
201301,1,2013,Agency_16,SKU_03,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210.231,718394219,492612703,1250.282738,1177.334926,72.947812,22.21973684,3,16,1
201301,1,2013,Agency_16,SKU_04,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1623.4434,718394219,492612703,1739.124518,1599.378263,139.746255,22.21973684,4,16,1
201301,1,2013,Agency_16,SKU_05,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1160.2962,718394219,492612703,1295.2335,1200.981069,94.252431,22.21973684,5,16,1
201301,1,2013,Agency_16,SKU_07,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.3725,718394219,492612703,1135.772543,1117.681453,18.09109,22.21973684,7,16,1
201301,1,2013,Agency_16,SKU_20,1232242,246911,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,22.21973684,20,16,1
201301,1,2013,Agency_17,SKU_01,147910,123013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79.164,718394219,492612703,1201.125,1143.050563,58.074437,22.21973684,1,17,1
201301,1,2013,Agency_17,SKU_02,147910,123013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,856.548,718394219,492612703,1201.125,1124.020355,77.104645,22.21973684,2,17,1
201301,1,2013,Agency_17,SKU_03,147910,123013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.0978,718394219,492612703,1250.585106,1180.972697,69.612409,22.21973684,3,17,1
201301,1,2013,Agency_17,SKU_04,147910,123013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,340.587,718394219,492612703,1749.295775,1615.518828,133.776947,22.21973684,4,17,1
201301,1,2013,Agency_17,SKU_05,147910,123013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,739.8342,718394219,492612703,1302.989855,1229.401214,73.588641,22.21973684,5,17,1
201301,1,2013,Agency_18,SKU_01,60189,135477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,718394219,492612703,1201.125,1117.0375,84.0875,30.59489796,1,18,1
201301,1,2013,Agency_18,SKU_02,60189,135477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,30.59489796,2,18,1
201301,1,2013,Agency_18,SKU_03,60189,135477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,30.59489796,3,18,1
201301,1,2013,Agency_18,SKU_04,60189,135477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,174.6387,718394219,492612703,1749.291242,1578.378949,170.912293,30.59489796,4,18,1
201301,1,2013,Agency_18,SKU_05,60189,135477,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,375.1569,718394219,492612703,1302.960074,1204.267665,98.692409,30.59489796,5,18,1
201301,1,2013,Agency_19,SKU_01,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,718394219,492612703,0,0,0,26.40169492,1,19,1
201301,1,2013,Agency_19,SKU_02,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.112,718394219,492612703,1073.3125,980.1989262,93.1135738,26.40169492,2,19,1
201301,1,2013,Agency_19,SKU_03,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.604,718394219,492612703,1370.18617,1273.916767,96.269403,26.40169492,3,19,1
201301,1,2013,Agency_19,SKU_04,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140.7717,718394219,492612703,1814.049296,1641.902185,172.147111,26.40169492,4,19,1
201301,1,2013,Agency_19,SKU_05,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93.7413,718394219,492612703,1526.091549,1382.156268,143.935281,26.40169492,5,19,1
201301,1,2013,Agency_19,SKU_08,48146,122042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.3228,718394219,492612703,1497.359155,1140.909369,356.449786,26.40169492,8,19,1
201301,1,2013,Agency_20,SKU_01,1825752,102317,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3764.016,718394219,492612703,1167.267631,1058.8831,108.384531,22.21973684,1,20,1
